region,Date,Effectif de la population,Population rurale,Population urbaine,Taux d'urbanisation
Tambacounda,2003,630716.0,524124.99600000004,106591.004,16.9
Tambacounda,2004,650399.0,540611.0,109788.0,16.880099800000004
Tambacounda,2005,669091.0,556223.0,112868.0,16.8688564
Tambacounda,2006,688702.0,572603.0,116099.0,16.857654
Tambacounda,2007,708971.0,588432.8353284,120538.16467160001,17.001847
Tambacounda,2008,613066.0,485388.0,127678.0,20.8261427
Tambacounda,2009,630247.0,498991.0,131256.0,20.8261206
Tambacounda,2010,651018.0,515437.0,135581.0,20.83
Tambacounda,2013,681310.0,519871.0,161439.0,23.695380957273503
Tambacounda,2014,705396.0,534690.0,170706.0,24.2000238164095
Tambacounda,2015,730473.0,552238.0,178235.0,24.3999435981891
Tambacounda,2016,756588.0,569711.0,186877.0,24.699968807329803
Tambacounda,2017,783777.0,587833.0,195944.0,24.999968103172197
Tambacounda,2018,812075.0,606620.0,205455.0,25.300003078533397
Thies,1970,593967.3272109,440614.7087981,153352.6184128,25.8183593
Thies,1971,608816.5103912,448563.0241498,160253.4862414,26.3221321
Thies,1972,624036.923151,456572.03002869996,167464.89312229998,26.8357347
Thies,1973,639637.8462297,464637.032917,175000.8133128,27.3593588
Thies,1974,655628.7923854999,472752.9424736,182875.8499119,27.893199900000003
Thies,1975,672019.5121951001,480914.2490372,191105.2631579,28.4374575
Thies,1976,688820.0,489115.0,199705.0,28.9923347
Thies,1977,707422.27292,499630.61835500004,207791.654565,29.3730721
Thies,1978,726526.9188225,510321.15678920003,216205.76203329998,29.758809499999998
Thies,1979,746147.5047921999,521186.92283690005,224960.5819553,30.149612599999998
Thies,1980,766297.9643066,532228.0535062001,234069.91080039996,30.5455478
Thies,1981,786992.6071306999,543444.5034322,243548.10369850002,30.9466825
Thies,1982,808246.1294789,554836.0324173,253410.09706149998,31.3530851
Thies,1983,830073.6244516,566402.1923297,263671.43212179997,31.764824800000003
Thies,1984,852490.5927535,578142.3133306999,274348.27942279994,32.1819715
Thies,1985,875512.9537014,590055.4894,285457.46430140006,32.6045963
Thies,1986,899157.0565291,602140.5631257,297016.49340340006,33.0327712
Thies,1987,923439.6919976999,614396.1097269,309043.58227079996,33.4665691
Thies,1988,948378.0,626818.0,321560.0,33.9063116
Thies,1989,975229.4263139999,640546.241154,334683.18516,34.31840510000001
Thies,1990,1002837.1961434999,643110.1636797,359727.0324638,35.8709304
Thies,1991,1031183.3923297,657019.0881202,374164.30420949997,36.284942799999996
Thies,1992,1060119.4295019002,671071.8816616,389047.5478402,36.6984641
Thies,1993,1089712.6633764,685302.3613051999,404410.3020712,37.1116456
Thies,1994,1120031.7388095,699747.5324566,420284.206353,37.524312200000004
Thies,1995,1151194.3818783998,714412.3080118,436782.07386659994,37.941644000000004
Thies,1996,1176654.0,702352.2029149,474301.79708509997,40.3093685
Thies,1997,1209110.0,716626.7189116001,492483.2810884,40.7310568
Thies,1998,1242329.0,731080.7108989,511248.28910109994,41.152407200000006
Thies,1999,1276286.0,745694.1866466999,530591.8133533,41.5731124
Thies,2000,1310933.0,760426.3199986,550506.6800014,41.993502299999996
Thies,2001,1346238.0,816821.0,529417.0,39.325661600000004
Thies,2002,1290265.0,728820.0,561445.0,43.513929299999994
Thies,2003,1305464.0,737587.16,567876.84,43.5
Thies,2004,1358658.0,764962.0,593696.0,43.6972365
Thies,2005,1385058.0,778523.0,606535.0,43.791306899999995
Thies,2006,1413448.0,793317.0,620131.0,43.8736338
Thies,2007,1516990.0,841556.1045392,675433.8954608,44.5246109
Thies,2008,1570150.0,876517.0,693633.0,44.176225200000005
Thies,2009,1610052.0,898792.0,711260.0,44.176212899999996
Thies,2010,1658445.0,925808.0,732637.0,44.18
Thies,2013,1788864.0,916752.0,872112.0,48.752280777074205
Thies,2014,1838366.0,928375.0,909991.0,49.499990752657496
Thies,2015,1889323.0,942773.0,946550.0,50.099956439422996
Thies,2016,1941549.0,959125.0,982424.0,50.600010610085
Thies,2017,1995037.0,973578.0,1021459.0,51.2000028069655
Thies,2018,2049764.0,990036.0,1059728.0,51.70000058543321
Ziguinchor,1970,256454.8486084,188610.4922358,67844.3563726,26.4546983
Ziguinchor,1971,262866.2198237,191968.86741429998,70897.3524094,26.9708875
Ziguinchor,1972,269437.8753192,195350.1420514,74087.7332678,27.497148699999997
Ziguinchor,1973,276173.8222022,198752.1409374,77421.68126489999,28.0336784
Ziguinchor,1974,283078.1677573,202172.5108355,80905.65692180001,28.580677
Ziguinchor,1975,290155.1219512,205608.710468,84546.4114833,29.138348800000003
Ziguinchor,1976,297409.0,209058.0,88351.0,29.7069019
Ziguinchor,1977,304934.042518,212538.33373800002,92395.70878,30.3002276
Ziguinchor,1978,312649.4836618,216023.8993338,96625.5843279,30.9054035
Ziguinchor,1979,320560.14089740004,219511.03731890002,101049.1035785,31.5226663
Ziguinchor,1980,328670.95358240005,222995.8220421,105675.1315403,32.1522576
Ziguinchor,1981,336986.9860499,226474.04698770004,110512.93906219999,32.7944234
Ziguinchor,1982,345513.430771,229941.2093585,115572.2214125,33.449415
Ziguinchor,1983,354255.6115963,233392.4938876,120863.11770880001,34.1174885
Ziguinchor,1984,363218.9870809,236822.7558435,126396.2312375,34.798905299999994
Ziguinchor,1985,372409.1538921,240226.5031886,132182.6507035,35.493931700000005
Ziguinchor,1986,381831.8503038,243597.87785110003,138233.97245270002,36.202839600000004
Ziguinchor,1987,391492.9597802,246930.6360686,144562.3237116,36.9259064
Ziguinchor,1988,401396.0,250215.0,151181.0,37.6638033
Ziguinchor,1989,412075.14058,254106.86958499998,157968.270995,38.3348218
Ziguinchor,1990,423036.75139459997,251334.03261360002,171702.7187809,40.5881329
Ziguinchor,1991,434271.76143809996,255149.1753426,179122.58609549998,41.2466575
Ziguinchor,1992,445716.12516730005,258929.586332,186786.5388353,41.9070633
Ziguinchor,1993,457397.4533757,262688.45547399996,194708.9979016,42.5688854
Ziguinchor,1994,469342.3878705999,266434.63539949997,202907.7524711,43.232351799999996
Ziguinchor,1995,481599.26432980003,270142.9247462,211456.3395837,43.907114299999996
Ziguinchor,1996,491434.0,272396.33945549995,219037.66054450002,44.571124600000005
Ziguinchor,1997,504150.0,276079.5282263,228070.4717738,45.2386139
Ziguinchor,1998,517141.0,279733.5782061,237407.42179390002,45.9076774
Ziguinchor,1999,530393.0,283345.4530356,247047.5469644,46.5782065
Ziguinchor,2000,543886.0,286899.1157372,256986.88426279998,47.2501378
Ziguinchor,2001,557606.0,298432.0,259174.0,46.479772499999996
Ziguinchor,2002,437986.0,247173.0,190813.0,43.5660044
Ziguinchor,2003,445463.0,250795.669,194667.331,43.7
Ziguinchor,2004,444830.0,253899.0,190931.0,42.92224
Ziguinchor,2005,457847.0,264971.0,192876.0,42.1267367
Ziguinchor,2006,463379.0,267848.0,195531.0,42.196776299999996
Ziguinchor,2007,658579.0,377052.1434212,281526.8565788,42.7476213
Ziguinchor,2008,679287.0,358946.0,320341.0,47.15841760000001
Ziguinchor,2009,694460.0,366964.0,327496.0,47.1583677
Ziguinchor,2010,713440.0,376993.0,336447.0,47.16
Ziguinchor,2013,549151.0,296895.0,252256.0,45.9356351895927
Ziguinchor,2014,565940.0,303344.0,262596.0,46.399971728451796
Ziguinchor,2015,583528.0,309854.0,273674.0,46.8998916932864
Ziguinchor,2016,601929.0,317216.0,284713.0,47.300096855277005
Ziguinchor,2017,621168.0,324250.0,296918.0,47.79995105993871
Ziguinchor,2018,641254.0,332170.0,309084.0,48.199933255777
