region,Date,Effectif de la population,Population rurale,Population urbaine,Taux d'urbanisation,Nombre de ménages ruraux,Nombre de ménages urbains,Taille moyenne des ménages,Taille moyenne des ménages ruraux,Taille moyenne des ménages urbains,Superficie Perdue,risque déforestation
Dakar,1986,1392656.2458288,49515.82974740001,1343140.4160813,96.4445045,5719.6503009,173622.08067239998,7.65,8.6571429,7.7360000000000015,4.43512979850769,1
Dakar,1987,1445510.3356705,51174.7794898,1394335.5561807,96.4597431,5965.4197573,179497.3682004,7.66,8.578571400000001,7.768,4.43512979850769,1
Dakar,1988,1500375.0,52898.0,1447477.0,96.4743481,6223.2941176,185573.974359,7.67,8.5,7.8,4.43512979850769,1
Dakar,1989,1558377.997125,54737.442048,1503640.555077,96.4875375,6499.7810744,191986.792017,7.68,8.421428599999999,7.832000000000002,4.43512979850769,1
Dakar,1990,1618483.0780961,56635.0934915,1561847.9846046,96.50073,6788.452987000002,198607.3225591,7.68,8.3428571,7.864,4.43512979850769,1
Dakar,1991,1680702.4230674,58595.21952080001,1622107.2035466004,96.513647,7090.1734943,205434.0430024,7.8,8.2642857,7.896,4.43512979850769,1
Dakar,1992,1744827.9433171004,60120.3785712,1684707.5647459,96.5543664,7243.419105,215988.1493264,7.8,8.3,7.8,4.43512979850769,1
Dakar,1993,1811005.7775512,62171.50406080001,1748834.2734903996,96.5670179,7490.542657899998,224209.5222424,7.8,8.3,7.8,4.43512979850769,1
Dakar,1994,1879382.1116884,64284.5075755,1815097.6041129,96.5794871,7745.1213946000025,232704.8210401,9.2,8.3,7.8,4.43512979850769,1
Dakar,1995,1939636.0,66755.0,1872881.0,96.5583749,8042.771084299998,240112.9487179,9.2,8.3,7.8,4.43512979850769,1
Dakar,1996,2012303.0,69011.0,1943292.0,96.5705463,8314.5783133,249140.0,9.2,8.3,7.8,4.43512979850769,1
Dakar,1997,2087345.0,71336.0,2016009.0,96.5824528,8594.6987952,258462.6923077,9.2,8.3,7.8,4.43512979850769,1
Dakar,1998,2164806.0,73725.0,2091081.0,96.5943831,8882.5301205,268087.3076923,9.2,8.3,7.8,4.43512979850769,1
Dakar,1999,2244682.0,76184.0,2168498.0,96.6060226,9178.7951807,278012.5641026,9.2,8.3,7.8,4.43512979850769,1
Dakar,2000,2326929.0,78706.0,2248223.0,96.617602,9482.6506024,288233.7179487,9.2,8.3,7.8,4.43512979850769,1
Diourbel,1970,372010.3893189,302329.99423609994,69680.39508280001,18.7307659,65533.67990980001,12568.1440443,7.9079812999999985,9.0,7.22,0.297795047340393,0
Diourbel,1971,381310.6490519,308494.63619040005,72816.0128616,19.0962442,67579.4088556,12797.8049883,7.9079812999999985,9.0,7.3266667,0.297795047340393,0
Diourbel,1972,390843.4152782,314750.6818379,76092.7334403,19.4688539,69299.8888889,13034.4253034,7.9079812999999985,9.0,7.4333333,0.297795047340393,0
Diourbel,1973,400614.5006602,321097.594215,79516.9064452,19.848734,71444.1111111,13278.1547083,7.9079812999999985,9.0,7.54,0.297795047340393,0
Diourbel,1974,410629.8631767,327534.6959415,83095.1672352,20.2360263,73646.0,13529.1491894,7.9079812999999985,9.0,7.6466667,0.297795047340393,0
Diourbel,1975,420895.6097561,334061.1599953,86834.44976080001,20.630875600000003,75904.44444439997,13787.5710502,7.9079812999999985,9.0,7.753333299999999,0.297795047340393,0
Diourbel,1976,431418.0,340676.0,90742.0,21.0334293,78217.1111111,14053.588972299998,7.9079812999999985,9.0,7.86,0.297795047340393,0
Diourbel,1977,444892.909812,351127.658598,93765.251214,21.0759149,80582.2222222,14327.3780878,7.9079812999999985,9.0,7.9666667,0.297795047340393,0
Diourbel,1978,458788.6949571,361899.4668684,96889.2280887,21.1184864,84886.0,14609.120062399998,7.9079812999999985,10.7,8.0733333,0.297795047340393,0
Diourbel,1979,473118.5010554,373001.2145544,100117.2865009,21.1611438,84260.0,14899.0031882,7.9079812999999985,10.5,8.18,0.297795047340393,0
Diourbel,1980,487895.88431730005,384442.990182,103452.8941353,21.2038874,92808.0,15197.222487,7.9079812999999985,10.5,8.2866667,0.297795047340393,0
Diourbel,1981,503134.8243681,396235.1901589001,106899.6342092,21.2467174,90990.2727273,15503.9798232,7.9079812999999985,11.0,8.393333300000002,0.297795047340393,0
Diourbel,1982,518849.7374724,408388.5281503,110461.2093221,21.2896338,93677.5675676,15819.411764700002,7.9079812999999985,11.1,8.5,0.297795047340393,0
Diourbel,1983,535055.4901726,420914.0447395,114141.44543310002,21.332637,93837.3463005,16554.722506000002,7.9079812999999985,11.1683183,8.4,0.297795047340393,0
Diourbel,1984,551767.4133527,433823.1173821,117944.2959706,21.375727,95870.6852155,17273.6496602,7.9079812999999985,11.2389726,8.325,0.297795047340393,0
Diourbel,1985,569001.3167413,447127.47066190006,121873.8460795,21.4189041,98293.9862504,17982.9263966,7.9079812999999985,11.3120552,8.26875,0.297795047340393,0
Diourbel,1986,586773.5038684,460839.1868591,125934.3170093,21.4621683,100729.9724523,18977.4324287,7.9079812999999985,11.3876632,8.1,0.297795047340393,0
Diourbel,1987,605100.7874882,474970.7168392,130130.07064910002,21.50552,48196.2903315,19614.5427902,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1988,624000.0,489535.0,134465.0,21.5488782,48968.3307722,20270.3942574,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1989,644148.96,505089.29095,139059.66905,21.5881229,49751.5709017,20948.1754302,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1990,664933.0703434,521129.9369224,143803.133421,21.626708,50546.1326659,21525.308642,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1991,686345.9100076,537649.5873657,148696.32264189998,21.6649244,51352.1377855,22236.9135802,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1992,708293.1931719,554575.9904997,153717.20267220002,21.702482,52169.6590909,22968.5185185,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1993,730826.1245263,571948.327926,158877.79660029995,21.7394796,53041.3871586,23720.0,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1994,753993.3126738,589803.1191886,164190.19348520006,21.7760809,53249.4585252,24490.4938272,7.9079812999999985,8.8,8.1,0.297795047340393,0
Diourbel,1995,777894.9006856,608214.6797008,169680.2209848,21.8127437,54107.7665559,22751.888888900005,7.9079812999999985,8.8,9.0,0.297795047340393,0
Diourbel,1996,798054.0,623699.0,174355.0,21.847519100000003,54962.5337989,17860.0,7.9079812999999985,8.8,9.8,0.297795047340393,0
