Date,Zone Perdue,risque_déforestation
2003,0.2562989096069336,0
2004,0.2562989096069336,0
2005,0.2562989096069336,0
2006,0.148927197265625,0
2007,0.07452205810546875,0
2008,0.2562989096069336,0
2009,0.2562989096069336,0
2010,0.2562989096069336,0
2011,0.2562989096069336,0
2012,0.2562989096069336,0
2013,2.8218239562988283,0
2014,0.9669041809082031,0
2015,0.2562989096069336,0
2016,0.2562989096069336,0
2017,0.2562989096069336,0
2018,0.2562989096069336,0
2019,0.2562989096069336,0
2020,0.4445941711425781,0
2001,23.566227624511725,1
2002,2.439450360107422,1
2003,0.9519317698759191,1
2004,1.5513761108398436,1
2005,0.8129350891113281,1
2006,1.2568655395507813,1
2007,0.0738189697265625,1
2008,1.181627478027344,1
2009,0.14764915771484374,1
2010,0.9599528381347655,1
2011,0.5912409790039062,1
2012,10.942533557128908,1
2013,66.73092523193358,1
2014,100.86977230990537,1
2015,12.33920237413593,1
2016,12.33920237413593,1
2017,9.677452490234376,1
2018,11.297380389404294,1
2019,3.619120368269378,1
2020,10.11378721923828,1
2001,806.8111610956164,1
2002,2591.90096551001,1
2003,61.3019720091577,1
2004,1343.4432457310543,1
2005,379.9703647640688,1
2006,479.8019902290853,1
2007,850.3645503995274,1
2008,196.01558033231854,1
2009,3159.3229203957612,1
2010,3238.7169972009688,1
2011,556.1616774414068,1
2012,587.257027346742,1
2013,5942.886238866564,1
2014,2101.9971947693625,1
2015,672.300049418132,1
2016,828.368473271819,1
2017,2243.437945935564,1
2018,1253.3722567749242,1
2019,979.4403923915727,1
2020,1006.6521240735575,1
2001,1568.3018579327988,0
2002,6779.4084712386875,0
2003,1736.9168932575753,0
2004,140.84006198335535,0
2005,3667.2981025656222,0
2006,1787.632439471531,0
2007,4866.183763649709,0
2008,133.15613752936866,0
2009,250.40275371924287,0
2010,98.3289769488166,0
2011,130.99825220865884,0
2012,733.258519924388,0
2013,491.02098410584716,0
2014,249.4555337762571,0
2015,314.217972663957,0
2016,57.0200884962134,0
2017,114.1620556603283,0
2018,101.16034114638367,0
2019,80.56360859585634,0
2020,71.74734718939074,0
2001,0.22307636718749999,0
2002,1.4904727600097656,0
2003,6.112941442871095,0
2004,9.612151361083985,0
2005,3.1995235229492187,0
2006,0.5213906127929687,0
2007,2.384978308105469,0
2008,1.2661889831542967,0
2009,1.9392251892089845,0
2010,0.44612431640624994,0
2011,2.907089331054687,0
2012,2.674949371337891,0
2013,9.671160510253905,0
2014,8.856858410644532,0
2015,10.86659713745117,0
2016,3.4986026672363275,0
2017,10.190907812499999,0
2018,7.30040765380859,0
2019,5.738244598388673,0
2020,4.6871442810058594,0
2001,137.86945860954725,1
2002,543.8673049800377,1
2003,99.05813181762694,1
2004,465.81332384097834,1
2005,174.3983537105066,1
2006,152.54992835944694,1
2007,548.9728606589645,1
2008,733.1099102391144,1
2009,679.7783472166296,1
2010,570.4027091909602,1
2011,416.95239288210337,1
2012,446.0832872838637,1
2013,3528.7027285124195,1
2014,2988.994897231379,1
2015,1926.6895173623925,1
2016,1988.3189450939012,1
2017,3788.3891895950856,1
2018,1706.2673352737456,1
2019,1669.1069340016775,1
2020,3239.0958839782193,1
